Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Type_of_vehicle,Defect_of_vehicle,Road_allignment,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity
9:45:00,Sunday,Over 51,Male,Below 1yr,Automobile,No defect,Tangent road with mountainous terrain,Asphalt roads,Dry,Daylight,Normal,Collision with animals,2,1,Going straight,No distancing,Slight Injury
9:45:00,Sunday,Over 51,Male,2-5yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with animals,2,1,Reversing,No distancing,Slight Injury
17:35:00,Thursday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,1,Going straight,Overtaking,Slight Injury
17:35:00,Thursday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Waiting to go,Driving under the influence of drugs,Slight Injury
17:35:00,Thursday,31-50,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Changing lane to the right,Slight Injury
20:50:00,Sunday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Changing lane to the left,Slight Injury
20:50:00,Sunday,Over 51,Male,,Lorry,No defect,Tangent road with flat terrain,Other,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury
21:32:00,Thursday,18-30,Male,2-5yr,,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,Moving Backward,Slight Injury
21:32:00,Thursday,31-50,Male,1-2yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Getting off,Moving Backward,Slight Injury
19:55:00,Monday,18-30,Male,5-10yr,Automobile,,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
19:55:00,Monday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury
16:10:00,Monday,18-30,Male,No License,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Driving at high speed,Slight Injury
16:10:00,Monday,Over 51,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driving under the influence of drugs,Slight Injury
15:25:00,Monday,31-50,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Changing lane to the right,Slight Injury
23:36:00,Thursday,Under 18,Male,5-10yr,Other,,Tangent road with mountainous terrain,Earth roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Driving carelessly,Serious Injury
23:36:00,Thursday,Under 18,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with pedestrians,1,4,Going straight,No distancing,Serious Injury
23:36:00,Thursday,Under 18,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Changing lane to the left,Serious Injury
23:36:00,Thursday,Under 18,Male,Below 1yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with roadside objects,1,4,Going straight,No distancing,Serious Injury
20:00:00,Monday,Over 51,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Getting off,No distancing,Slight Injury
20:00:00,Monday,31-50,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights unlit,Normal,Rollover,3,1,Going straight,Getting off the vehicle improperly,Slight Injury
20:00:00,Monday,31-50,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,Overtaking,Slight Injury
17:54:00,Friday,18-30,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury
17:54:00,Friday,31-50,Male,Above 10yr,,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving under the influence of drugs,Slight Injury
18:04:00,Monday,31-50,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Moving Backward,Slight Injury
17:00:00,Friday,18-30,Male,Below 1yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Overturning,Slight Injury
1:15:00,Saturday,Unknown,Female,Below 1yr,Turbo,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Going straight,Driving under the influence of drugs,Slight Injury
1:15:00,Saturday,18-30,Male,Below 1yr,,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the right,Slight Injury
1:15:00,Saturday,18-30,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the left,Slight Injury
1:15:00,Saturday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Going straight,No distancing,Slight Injury
18:30:00,Wednesday,31-50,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Reversing,No distancing,Slight Injury
18:30:00,Wednesday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Earth roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury
15:52:00,Friday,18-30,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Turnover,Moving Backward,Slight Injury
15:52:00,Friday,31-50,Male,5-10yr,Lorry,,Tangent road with mild grade and flat terrain,,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Moving Backward,Slight Injury
15:52:00,Friday,18-30,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Getting off the vehicle improperly,Slight Injury
12:33:00,Tuesday,18-30,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Changing lane to the left,Serious Injury
8:59:00,Monday,Under 18,Male,2-5yr,Lorry,No defect,Tangent road with mountainous terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
8:59:00,Monday,Over 51,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,No priority to vehicle,Slight Injury
17:25:00,Saturday,31-50,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Slight Injury
0:53:00,Sunday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with mild grade and flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Turnover,Changing lane to the right,Slight Injury
0:53:00,Sunday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Driving carelessly,Slight Injury
0:53:00,Sunday,18-30,Male,,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Changing lane to the left,Slight Injury
15:20:00,Wednesday,31-50,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Changing lane to the right,Slight Injury
18:23:00,Saturday,Under 18,Male,2-5yr,Bus,No defect,Tangent road with flat terrain,Gravel roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driving under the influence of drugs,Slight Injury
18:23:00,Saturday,18-30,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,1,Going straight,Driving carelessly,Slight Injury
5:24:00,Friday,31-50,Male,1-2yr,Bus,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Collision with roadside objects,1,1,Getting off,No distancing,Serious Injury
12:15:00,Saturday,18-30,Male,Below 1yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Moving Backward,No priority to vehicle,Slight Injury
22:15:00,Friday,31-50,Male,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to vehicle,Slight Injury
6:35:00,Friday,31-50,Male,Below 1yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Rollover,2,1,Turnover,No priority to vehicle,Serious Injury
6:35:00,Friday,31-50,Male,2-5yr,Automobile,No defect,Tangent road with mild grade and flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Serious Injury
17:34:00,Thursday,Under 18,Male,1-2yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,,Moving Backward,Serious Injury
17:34:00,Thursday,Under 18,Male,5-10yr,Other,No defect,Tangent road with mild grade and flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Going straight,Driving carelessly,Serious Injury
4:00:00,Friday,18-30,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,Going straight,Driving under the influence of drugs,Slight Injury
4:00:00,Friday,18-30,Male,Below 1yr,Lorry,No defect,Tangent road with mild grade and flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,Going straight,Changing lane to the right,Slight Injury
4:00:00,Friday,18-30,Male,Below 1yr,Motorcycle,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,Going straight,No priority to vehicle,Slight Injury
4:00:00,Friday,18-30,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,Turnover,Changing lane to the right,Slight Injury
15:50:00,Saturday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Driving to the left,Slight Injury
8:50:00,Friday,Under 18,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,1,1,Going straight,Moving Backward,Slight Injury
0:25:00,Sunday,18-30,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Getting off,No priority to vehicle,Slight Injury
0:25:00,Sunday,31-50,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Getting off,No distancing,Slight Injury
0:25:00,Sunday,31-50,Male,5-10yr,Other,No defect,Tangent road with mild grade and flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driving carelessly,Slight Injury
0:10:00,Sunday,18-30,Male,5-10yr,Other,,Tangent road with flat terrain,Other,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,1,Overtaking,Changing lane to the left,Slight Injury
0:10:00,Sunday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining and Windy,Collision with pedestrians,2,1,Reversing,No priority to vehicle,Slight Injury
15:20:00,Saturday,Unknown,Female,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Going straight,No priority to vehicle,Slight Injury
15:20:00,Saturday,31-50,Male,5-10yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Getting off,No distancing,Slight Injury
15:20:00,Saturday,31-50,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Getting off,Driving to the left,Slight Injury
16:30:00,Saturday,Under 18,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Reversing,Driving carelessly,Slight Injury
16:30:00,Saturday,Under 18,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Turnover,Driving carelessly,Slight Injury
1:05:00,Friday,Under 18,Male,Below 1yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Moving Backward,Changing lane to the right,Slight Injury
1:05:00,Friday,31-50,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Other,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,Driving carelessly,Slight Injury
19:40:00,Monday,Over 51,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the left,Slight Injury
19:40:00,Monday,31-50,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Going straight,Driving carelessly,Slight Injury
19:40:00,Monday,31-50,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Going straight,Driving carelessly,Slight Injury
19:08:00,Tuesday,18-30,Male,5-10yr,Lorry,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Reversing,Driving under the influence of drugs,Slight Injury
19:08:00,Tuesday,18-30,Male,Above 10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury
17:50:00,Saturday,Over 51,Male,Above 10yr,Automobile,No defect,Tangent road with mountainous terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
17:50:00,Saturday,18-30,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury
21:30:00,Sunday,31-50,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving to the left,Slight Injury
21:30:00,Sunday,31-50,Male,5-10yr,Long lorry,No defect,Tangent road with flat terrain,,Dry,Darkness - lights lit,Normal,Rollover,2,1,Getting off,Overtaking,Slight Injury
14:49:00,Monday,Over 51,Male,5-10yr,Automobile,7,Tangent road with flat terrain,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,No distancing,Slight Injury
14:49:00,Monday,Over 51,Male,1-2yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driving carelessly,Slight Injury
14:49:00,Monday,18-30,Male,5-10yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,No priority to vehicle,Slight Injury
17:40:00,Sunday,31-50,Male,Above 10yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,No priority to vehicle,Slight Injury
17:40:00,Sunday,Over 51,Male,Below 1yr,Other,,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Reversing,No priority to vehicle,Slight Injury
21:55:00,Saturday,18-30,Male,5-10yr,Lorry,,Tangent road with flat terrain,Asphalt roads with some distress,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,No priority to vehicle,Slight Injury
21:55:00,Saturday,18-30,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
7:30:00,Tuesday,18-30,Male,Below 1yr,Long lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Moving Backward,Slight Injury
7:30:00,Tuesday,31-50,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
10:41:00,Wednesday,31-50,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the left,Slight Injury
13:16:00,Wednesday,31-50,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the left,Slight Injury
13:16:00,Wednesday,31-50,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Earth roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,No priority to pedestrian,Slight Injury
13:16:00,Wednesday,31-50,Male,No License,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,3,Turnover,Moving Backward,Slight Injury
11:30:00,Thursday,18-30,Male,1-2yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
11:30:00,Thursday,18-30,Male,1-2yr,,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,No distancing,Slight Injury
19:31:00,Wednesday,18-30,Male,Below 1yr,Other,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury
19:31:00,Wednesday,18-30,Male,1-2yr,Automobile,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
9:25:00,Friday,31-50,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Serious Injury
9:25:00,Friday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Going straight,No distancing,Serious Injury
14:10:00,Wednesday,18-30,Male,Above 10yr,Minibus,,,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Getting off the vehicle improperly,Slight Injury
14:10:00,Wednesday,Over 51,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,No priority to pedestrian,Slight Injury
14:00:00,Friday,31-50,Male,Above 10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Changing lane to the left,Slight Injury
14:00:00,Friday,31-50,Male,5-10yr,Minibus,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,No distancing,Slight Injury
22:05:00,Tuesday,Unknown,Female,,Automobile,No defect,Tangent road with flat terrain,Gravel roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,Driving carelessly,Slight Injury
22:05:00,Tuesday,Over 51,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,No distancing,Slight Injury
7:00:00,Thursday,18-30,Male,Below 1yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,2,1,Unknown,Changing lane to the right,Slight Injury
7:00:00,Thursday,31-50,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,2,1,Turnover,Overtaking,Slight Injury
7:35:00,Thursday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,1,Getting off,Driving carelessly,Slight Injury
7:35:00,Thursday,31-50,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,1,Going straight,Moving Backward,Slight Injury
8:43:00,Wednesday,31-50,Male,2-5yr,,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,2,Going straight,No distancing,Slight Injury
8:43:00,Wednesday,31-50,Male,5-10yr,Minibus,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,2,Going straight,Overtaking,Slight Injury
16:05:00,Tuesday,Over 51,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Driving carelessly,Serious Injury
22:05:00,Friday,18-30,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Reversing,Driving carelessly,Serious Injury
22:05:00,Friday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Moving Backward,Moving Backward,Serious Injury
22:05:00,Friday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Other,Driving carelessly,Serious Injury
22:05:00,Friday,18-30,Male,Above 10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Going straight,Driving to the left,Serious Injury
3:40:00,Saturday,18-30,Male,,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the left,Slight Injury
9:25:00,Tuesday,Over 51,Male,5-10yr,,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,6,1,Going straight,No distancing,Slight Injury
9:25:00,Tuesday,Unknown,Female,5-10yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,6,1,Going straight,No distancing,Slight Injury
9:25:00,Tuesday,Unknown,Female,Below 1yr,Automobile,,,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,6,1,Going straight,Changing lane to the right,Slight Injury
9:25:00,Tuesday,Unknown,Female,,Bus,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,6,1,Going straight,Driving under the influence of drugs,Slight Injury
9:25:00,Tuesday,Unknown,Female,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,6,1,Going straight,Changing lane to the right,Slight Injury
9:25:00,Tuesday,Unknown,Female,5-10yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,6,1,Going straight,Changing lane to the left,Slight Injury
7:58:00,Thursday,Under 18,Male,Above 10yr,Minibus,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,With Train,2,2,Going straight,Moving Backward,Slight Injury
7:58:00,Thursday,18-30,Male,Above 10yr,Motorcycle,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Other,No distancing,Slight Injury
20:15:00,Tuesday,18-30,Male,Above 10yr,Minibus,,Tangent road with flat terrain,Other,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Changing lane to the right,Slight Injury
20:15:00,Tuesday,18-30,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury
17:10:00,Tuesday,18-30,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Moving Backward,No distancing,Slight Injury
17:10:00,Tuesday,31-50,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driving to the left,Slight Injury
17:10:00,Tuesday,31-50,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Moving Backward,Driving to the left,Slight Injury
15:30:00,Saturday,Unknown,Female,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,,Moving Backward,Slight Injury
15:30:00,Saturday,18-30,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Moving Backward,Slight Injury
9:47:00,Saturday,18-30,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,1,Going straight,Overtaking,Slight Injury
